,Restaurant ID,Restaurant Name,Country Code,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
1979,18439540,Ullu Delivers,1,Gurgaon,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.8,Orange,Average,5,India
1980,5011,Yomo-Your Only Momo Outlet,1,Gurgaon,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
1981,18265720,Dimsum Democracy,1,Gurgaon,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,47,India
1982,18444356,Midnight Hunger,1,Gurgaon,"Continental, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,46,India
1983,18419894,The Punjab Kitchen,1,Gurgaon,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,37,India
1984,18254541,Too Maach,1,Gurgaon,"Bengali, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,46,India
1985,18393709,Apni Rasoi,1,Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1986,18421493,Bala Ji Sweets Corner,1,Gurgaon,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1987,18464628,Barista,1,Gurgaon,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
1988,18398590,Biryani Express,1,Gurgaon,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
1989,18476986,Cafe #22hours,1,Gurgaon,"North Indian, South Indian, Chinese, Healthy Food, Bakery",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1990,312560,Cake Innovation,1,Gurgaon,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
1991,18391166,Chawla's_,1,Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
1992,18464624,China Gathering,1,Gurgaon,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
1993,18464616,Chinese Hot Express,1,Gurgaon,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1994,18393725,Cookingo,1,Gurgaon,"Mughlai, North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1995,18438453,Firefly,1,Gurgaon,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1996,18365603,Foodie Xpress,1,Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1997,18388039,Go! Dimsum,1,Gurgaon,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1998,18495252,Kanha North & South Indian Veg.,1,Gurgaon,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
1999,18421502,Kings Kulfi,1,Gurgaon,Ice Cream,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2000,18464630,Lassi Cafe,1,Gurgaon,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2001,18335897,Marwadi Khana,1,Gurgaon,"North Indian, Rajasthani",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2002,5935,Nukkadwala,1,Gurgaon,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
2003,18421476,Ravi Fast Food,1,Gurgaon,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2004,305140,Shivalik Tiffin Corner,1,Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
2005,18464618,Street Food By Punjab Grills,1,Gurgaon,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2006,18464626,Sweet Ginger Bakery,1,Gurgaon,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2007,18261727,The Rolling Stove,1,Gurgaon,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2008,18319384,Vijeta's Happy Kitchen,1,Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
2009,306540,Chawla's_,1,Gurgaon,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,2.2,Red,Poor,66,India
2010,304524,Chy - Na Express,1,Gurgaon,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,46,India
2011,2087,Kwality,1,Gurgaon,"Chinese, Mughlai, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,52,India
2012,18439516,Brother's Snacks and Shakes,1,Gurgaon,Fast Food,300,Indian Rupees(Rs.),No,Yes,Yes,No,1,3.2,Orange,Average,12,India
2013,5588,Ginger Garlic,1,Gurgaon,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,106,India
2014,311975,Arabicaa 9,1,Gurgaon,Lebanese,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,22,India
2015,6897,Burger Xpress,1,Gurgaon,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,94,India
2016,313122,Dilli Light,1,Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,16,India
2017,306976,KB's Kulfi & Icecream,1,Gurgaon,Ice Cream,200,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,11,India
2018,308191,MyLoveBiryani.Com,1,Gurgaon,"North Indian, Biryani",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,India
2019,18336484,Tandoori Adda,1,Gurgaon,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,32,India
2020,312665,Tiffins 4 U,1,Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,27,India
2021,18357570,Cafe Cup of Life,1,Gurgaon,"Cafe, Fast Food, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,45,India
2022,310829,DCK- Dana Choga's Kitchen,1,Gurgaon,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,148,India
2023,9852,Kishu Di Hatti Sweets,1,Gurgaon,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,20,India
2024,18357912,KC Bakers,1,Gurgaon,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,13,India
2025,311455,Sham Sweets,1,Gurgaon,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,India
2026,18398839,Bake Cuddle,1,Gurgaon,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
2027,1920,Gopala,1,Gurgaon,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,37,India
2028,358,Halki Aanch,1,Gurgaon,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,64,India
2029,5080,New Sukh Sagar,1,Gurgaon,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16,India
2030,1655,Sweets Corner,1,Gurgaon,"Mithai, North Indian, Chinese, Street Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,28,India
2031,18397469,Minus5degree,1,Gurgaon,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,28,India
2032,1654,Qureshi's Kabab Corner,1,Gurgaon,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,398,India
2033,18462602,Delicious Food Corner,1,Gurgaon,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2034,18479007,Firangi Bake,1,Gurgaon,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2035,18409187,Kettle & Kegs,1,Gurgaon,Tea,200,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,0,India
2036,18357945,The Daily,1,Gurgaon,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2037,313085,Burger Singh,1,Gurgaon,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,190,India
2038,307502,Captain Bill$ Deliverz,1,Gurgaon,"North Indian, Chinese, Fast Food",1000,Indian Rupees(Rs.),No,Yes,Yes,No,3,2.5,Orange,Average,65,India
2039,18237318,Chaayos,1,Gurgaon,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,39,India
2040,18336504,Chai Point,1,Gurgaon,"Tea, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,20,India
2041,18277212,Cyber Adda 24,1,Gurgaon,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,17,India
2042,18411846,Desi Thaat,1,Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,21,India
2043,300938,Doughlicious,1,Gurgaon,"Bakery, Desserts, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,175,India
2044,309466,Dunkin' Donuts,1,Gurgaon,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,138,India
2045,303606,Gulshan Dhaba,1,Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,20,India
2046,18441175,Karari Kurry,1,Gurgaon,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,51,India
2047,18292438,Moti Mahal Delux,1,Gurgaon,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,32,India
2048,301383,Needs Gourmet,1,Gurgaon,"North Indian, Chinese, Italian",750,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average,57,India
2049,310500,Rao's Meeting Point,1,Gurgaon,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,54,India
2050,6867,Sadabahar Hotel,1,Gurgaon,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,41,India
2051,301310,Sagar Ratna,1,Gurgaon,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,188,India
2052,18232128,Shri Ram Restaurant,1,Gurgaon,"North Indian, Street Food, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,68,India
2053,4820,Shri Ram Restaurant,1,Gurgaon,"North Indian, Mithai, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,30,India
2054,306883,Subway,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,58,India
2055,4817,Subway,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,101,India
2056,18423106,Sugarcraft Patisserie,1,Gurgaon,Bakery,800,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,16,India
2057,18161567,Tea Halt,1,Gurgaon,Cafe,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,22,India
2058,303003,The Golden Dragon,1,Gurgaon,"Chinese, Seafood, Japanese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,83,India
2059,309033,The Spice Room,1,Gurgaon,"North Indian, Chinese",1350,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,155,India
2060,18258571,The Tongue Twister,1,Gurgaon,"Chinese, North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,40,India
2061,18322684,56 Fresca,1,Gurgaon,Italian,750,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,30,India
2062,18261309,BreakfastBay,1,Gurgaon,"Healthy Food, Continental, North Indian, Salad",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,30,India
2063,304192,Cafe Maple Street,1,Gurgaon,"Cafe, Bakery, Desserts",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,84,India
2064,18381235,Fat Lulu's,1,Gurgaon,"Pizza, Italian",1250,Indian Rupees(Rs.),No,Yes,No,No,3,3.7,Yellow,Good,21,India
2065,18365865,Fat Monk,1,Gurgaon,"Chinese, Asian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,22,India
2066,18282037,First Eat,1,Gurgaon,"Healthy Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,57,India
2067,18415385,Flying Tuk Tuk,1,Gurgaon,Asian,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,28,India
2068,18180062,FreshMenu,1,Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,101,India
2069,18368007,Little Skillet,1,Gurgaon,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,26,India
2070,18383504,PKay,1,Gurgaon,"North Indian, Continental",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,28,India
2071,17977749,Shama Chicken Corner,1,Gurgaon,Biryani,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,35,India
2072,312684,Starbucks,1,Gurgaon,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,51,India
2073,18303696,Tandoori Nation,1,Gurgaon,"North Indian, Mughlai, Chinese",950,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,39,India
2074,303174,Truffle Tangles,1,Gurgaon,"Bakery, Desserts, North Indian, Bengali, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,37,India
2075,6877,Domino's Pizza,1,Gurgaon,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,70,India
2076,306975,KB's Icecream & Kulfis,1,Gurgaon,Ice Cream,200,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,26,India
2077,18014135,Wah Ji Wah,1,Gurgaon,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,42,India
2078,18306533,The Brewhouse,1,Gurgaon,Continental,2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,56,India
2079,18441539,Boozer's,1,Gurgaon,"Finger Food, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated,0,India
2080,18340217,Cheffy's,1,Gurgaon,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2081,18246068,Cake Point,1,Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,7,India
2082,304564,Shyam Sweets,1,Gurgaon,"Street Food, Mithai",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9,India
2083,312265,Uma Foodies' Hut,1,Gurgaon,"North Indian, Chinese, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,33,India
2084,18378807,AK Your Food,1,Gurgaon,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2085,18205653,Freshnfit.in,1,Gurgaon,Juices,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
2086,18458345,Shri Ram Bhojnalaya,1,Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2087,311428,Special O-cake-sions,1,Gurgaon,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
2088,18435818,Tasteful Biryani,1,Gurgaon,Biryani,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2089,313316,Bikanervala,1,Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,178,India
2090,7528,Indian Grill Room,1,Gurgaon,"North Indian, Mughlai",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.5,Dark Green,Excellent,1262,India
2091,1216,Oriental Fusion,1,Gurgaon,"Chinese, Thai, Malaysian, Indonesian",650,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,199,India
2092,305662,Purani Dilli's Al Karam Kebab House,1,Gurgaon,"North Indian, Mughlai, Biryani",950,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,483,India
2093,305792,Rollmaal,1,Gurgaon,"Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,346,India
2094,305776,Speedy Chow,1,Gurgaon,"Chinese, Thai",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,241,India
2095,18355106,Arabian Nites,1,Gurgaon,Lebanese,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,158,India
2096,308274,Giani's,1,Gurgaon,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,92,India
2097,3538,Giani,1,Gurgaon,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,115,India
2098,18420450,Juste Miam,1,Gurgaon,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,94,India
2099,306401,Patiala Shahi,1,Gurgaon,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,118,India
2100,18257542,The Kathis,1,Gurgaon,"North Indian, Street Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,48,India
2101,9290,Wai Yu Mun Ching,1,Gurgaon,"Chinese, Thai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,321,India
2102,301499,Bernardo's,1,Gurgaon,Goan,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.0,Green,Very Good,429,India
2103,18025103,Biryani Art,1,Gurgaon,"Hyderabadi, North Indian, Biryani",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,344,India
2104,18424627,Nosh,1,Gurgaon,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,103,India
2105,18403465,Tandoor Express,1,Gurgaon,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,67,India
2106,18372668,Tandoori KnockOuts,1,Gurgaon,"Fast Food, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,112,India
2107,18224536,Udaipuri,1,Gurgaon,"North Indian, Rajasthani, Asian",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,157,India
2108,18128902,Begonia,1,Gurgaon,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,8,India
2109,18138454,Cakes & Muffins,1,Gurgaon,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21,India
2110,4602,Halki Aanch,1,Gurgaon,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,39,India
2111,18341082,Hungry Gopal,1,Gurgaon,"Bengali, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,27,India
2112,18382055,Kuzo,1,Gurgaon,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10,India
2113,18391189,Lovecrumbs Bakery,1,Gurgaon,Bakery,1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,16,India
2114,311837,Organic Express,1,Gurgaon,"Healthy Food, North Indian, Italian, Salad",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,20,India
2115,254,Pizza Hut,1,Gurgaon,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.8,Orange,Average,80,India
2116,308113,Roti Te Boti,1,Gurgaon,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,42,India
2117,18365890,Behrouz Biryani,1,Gurgaon,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,49,India
2118,18354631,Cafí© Burger BC,1,Gurgaon,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,65,India
2119,18336214,Dilli Darbar,1,Gurgaon,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,52,India
2120,18265365,Fu.D,1,Gurgaon,"Cafe, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,58,India
2121,18363405,Jarfull,1,Gurgaon,"South Indian, Desserts, Beverages",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,25,India
2122,18322661,Mochamania,1,Gurgaon,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,50,India
2123,18261725,Mukhtalif Biryanis,1,Gurgaon,"Mughlai, Biryani",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,125,India
2124,18157408,Mummy's Kitchen,1,Gurgaon,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,26,India
2125,18429378,Ovenstory Pizza,1,Gurgaon,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,23,India
2126,18439519,The Godinho's,1,Gurgaon,"Goan, American, Portuguese",600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,23,India
2127,18433295,Kujay's Spoon,1,Gurgaon,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
2128,18391171,Lily Food's,1,Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
2129,18400489,Mutton Mewar,1,Gurgaon,Rajasthani,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
2130,18411599,Tasty But Healthy,1,Gurgaon,"Fast Food, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
2131,18265082,Teddy Choco Studio,1,Gurgaon,Desserts,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
2132,313275,Chin Chow,1,Gurgaon,Chinese,550,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,38,India
2133,18343001,Cafe Sante,1,Gurgaon,Cafe,1100,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,62,India
2134,18377905,Mughal Dine-Esty,1,Gurgaon,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,32,India
2135,18406140,Nuterro,1,Gurgaon,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,101,India
2136,18472606,Sandburg Shakes,1,Gurgaon,"Cafe, Pizza, Burger",750,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,34,India
2137,18451577,The Millionaire Express,1,Gurgaon,Continental,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,53,India
2138,312540,Ammu's South Indian Restaurant,1,Gurgaon,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
2139,18386419,Elma's Delivers,1,Gurgaon,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5,India
2140,18412886,Faasos,1,Gurgaon,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,12,India
2141,18421029,Foodrath,1,Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
2142,18332044,Hyderabad House,1,Gurgaon,Biryani,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7,India
2143,18306553,Kake Da Hotel,1,Gurgaon,North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,35,India
2144,309451,Mitraao,1,Gurgaon,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,117,India
2145,18203171,PomoDoro Bistro,1,Gurgaon,"Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,67,India
2146,312570,Shri Shyam Ji Ke Mashhoor Chhole Bhature,1,Gurgaon,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,26,India
2147,18273621,Spice Aangan Express,1,Gurgaon,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,33,India
2148,305919,Subway,1,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,59,India
2149,304520,Swaad Ka Khazana,1,Gurgaon,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,11,India
2150,18292458,The Toddy Shop,1,Gurgaon,"South Indian, Kerala",1200,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average,21,India
2151,4215,Truffles,1,Gurgaon,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,15,India
2152,18360143,Cafe Bonkerz,1,Gurgaon,"American, Fast Food",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,41,India
2153,18423890,Wrapchick,1,Gurgaon,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,67,India
2154,312555,WoW - Vada Pav & More,1,Gurgaon,"Street Food, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,41,India
2155,18420454,Me Kong Bowl,1,Gurgaon,Asian,700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,27,India
2156,3961,Palmyra - The Bristol Hotel,1,Gurgaon,"Continental, North Indian",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,57,India
2157,3288,Shanghai Bar & Lounge - The Bristol Hotel,1,Gurgaon,Finger Food,2400,Indian Rupees(Rs.),Yes,No,No,No,4,3.0,Orange,Average,17,India
